pais;provincia;departamento;año;modelo;actividad;margen_bruto_($/ha);resultado_neto_($/ha);ingreso_neto_($/ha);gastos_directos_($/ha);costos_indirectos_($/ha);eficiencia_stock_(%);producción_(kg/ha);destete_(%);carga_(kg/ha);;;
Argentina;Corrientes;Paso De Los Libres;2016;corrientes nor-este;ciclo completo;502;336;693;191;166;20;29;50;144;;;
Argentina;Corrientes;Saladas;2016;corrientes noroeste;cria;842;503;1013;171;340;21;43;60;205;;;
Argentina;Corrientes;San Luis Del Palmar;2016;corrientes noroeste;cria;842;503;1013;171;340;21;43;60;205;;;
Argentina;Corrientes;San Miguel;2016;corrientes noroeste;cria;842;503;1013;171;340;21;43;60;205;;;
Argentina;Corrientes;San Roque;2016;corrientes noroeste;cria;842;503;1013;171;340;21;43;60;205;;;
Argentina;Santa Fe;General Obligado;2016;corrientes noroeste;cria;842;503;1013;171;340;21;43;60;205;;;
Argentina;Buenos Aires;25 De Mayo;2016;cuenca del salado;cria;2203;1427;2466;262;777;31;92;72;293;;;
Argentina;Buenos Aires;Adolfo Gonzales Chaves;2016;cuenca del salado;cria;2203;1427;2466;262;777;31;92;72;293;;;
Argentina;Buenos Aires;Ayacucho;2016;cuenca del salado;cria;2203;1427;2466;262;777;31;92;72;293;;;
Argentina;Buenos Aires;Azul;2016;cuenca del salado;cria;2203;1427;2466;262;777;31;92;72;293;;;
Argentina;Buenos Aires;Brandsen;2016;cuenca del salado;cria;2203;1427;2466;262;777;31;92;72;293;;;
Argentina;Buenos Aires;Cañuelas;2016;cuenca del salado;cria;2203;1427;2466;262;777;31;92;72;293;;;
Argentina;Buenos Aires;Castelli;2016;cuenca del salado;cria;2203;1427;2466;262;777;31;92;72;293;;;
Argentina;Buenos Aires;Chascomus;2016;cuenca del salado;cria;2203;1427;2466;262;777;31;92;72;293;;;
Argentina;Buenos Aires;Dolores;2016;cuenca del salado;cria;2203;1427;2466;262;777;31;92;72;293;;;
Argentina;Buenos Aires;General Alvear;2016;cuenca del salado;cria;2203;1427;2466;262;777;31;92;72;293;;;
Argentina;Buenos Aires;General Belgrano;2016;cuenca del salado;cria;2203;1427;2466;262;777;31;92;72;293;;;
Argentina;Buenos Aires;General Guido;2016;cuenca del salado;cria;2203;1427;2466;262;777;31;92;72;293;;;
Argentina;Buenos Aires;General Lamadrid;2016;cuenca del salado;cria;2203;1427;2466;262;777;31;92;72;293;;;
Argentina;Buenos Aires;General Las Heras;2016;cuenca del salado;cria;2203;1427;2466;262;777;31;92;72;293;;;
Argentina;Buenos Aires;General Lavalle;2016;cuenca del salado;cria;2203;1427;2466;262;777;31;92;72;293;;;
Argentina;Buenos Aires;General Juan Madariaga;2016;cuenca del salado;cria;2203;1427;2466;262;777;31;92;72;293;;;
Argentina;Buenos Aires;General Paz;2016;cuenca del salado;cria;2203;1427;2466;262;777;31;92;72;293;;;
Argentina;Buenos Aires;La Plata;2016;cuenca del salado;cria;2203;1427;2466;262;777;31;92;72;293;;;
Argentina;Buenos Aires;Laprida;2016;cuenca del salado;cria;2203;1427;2466;262;777;31;92;72;293;;;
Argentina;Buenos Aires;Las Flores;2016;cuenca del salado;cria;2203;1427;2466;262;777;31;92;72;293;;;
Argentina;Buenos Aires;Lobos;2016;cuenca del salado;cria;2203;1427;2466;262;777;31;92;72;293;;;
Argentina;Buenos Aires;Magdalena;2016;cuenca del salado;cria;2203;1427;2466;262;777;31;92;72;293;;;
Argentina;Buenos Aires;Maipu;2016;cuenca del salado;cria;2203;1427;2466;262;777;31;92;72;293;;;
Argentina;Buenos Aires;Mar Chiquita;2016;cuenca del salado;cria;2203;1427;2466;262;777;31;92;72;293;;;
Argentina;Buenos Aires;Marcos Paz;2016;cuenca del salado;cria;2203;1427;2466;262;777;31;92;72;293;;;
Argentina;Buenos Aires;Monte;2016;cuenca del salado;cria;2203;1427;2466;262;777;31;92;72;293;;;
Argentina;Buenos Aires;Navarro;2016;cuenca del salado;cria;2203;1427;2466;262;777;31;92;72;293;;;
Argentina;Buenos Aires;Olavarria;2016;cuenca del salado;cria;2203;1427;2466;262;777;31;92;72;293;;;
Argentina;Buenos Aires;Pila;2016;cuenca del salado;cria;2203;1427;2466;262;777;31;92;72;293;;;
Argentina;Buenos Aires;Punta Indio;2016;cuenca del salado;cria;2203;1427;2466;262;777;31;92;72;293;;;
Argentina;Buenos Aires;Rauch;2016;cuenca del salado;cria;2203;1427;2466;262;777;31;92;72;293;;;
Argentina;Buenos Aires;Roque Perez;2016;cuenca del salado;cria;2203;1427;2466;262;777;31;92;72;293;;;
Argentina;Buenos Aires;Saladillo;2016;cuenca del salado;cria;2203;1427;2466;262;777;31;92;72;293;;;
Argentina;Buenos Aires;San Vicente;2016;cuenca del salado;cria;2203;1427;2466;262;777;31;92;72;293;;;
Argentina;Buenos Aires;Tapalque;2016;cuenca del salado;cria;2203;1427;2466;262;777;31;92;72;293;;;
Argentina;Buenos Aires;Tordillo;2016;cuenca del salado;cria;2203;1427;2466;262;777;31;92;72;293;;;
Argentina;Entre Rios;Concordia;2016;entre rios norte;cria;1355;846;1603;247;509;30;67;67;227;;;
Argentina;Entre Rios;Federacion;2016;entre rios norte;cria;1355;846;1603;247;509;30;67;67;227;;;
Argentina;Entre Rios;Federal;2016;entre rios norte;cria;1355;846;1603;247;509;30;67;67;227;;;
Argentina;Entre Rios;Feliciano;2016;entre rios norte;cria;1355;846;1603;247;509;30;67;67;227;;;
Argentina;Entre Rios;La Paz;2016;entre rios norte;cria;1355;846;1603;247;509;30;67;67;227;;;
Argentina;Entre Rios;Colon;2016;entre rios sw;invernada;2171;495;5237;3066;1676;59;284;-99999;482;;;
Argentina;Entre Rios;Diamante;2016;entre rios sw;invernada;2171;495;5237;3066;1676;59;284;-99999;482;;;
Argentina;Entre Rios;Gualeguay;2016;entre rios sw;invernada;2171;495;5237;3066;1676;59;284;-99999;482;;;
Argentina;Entre Rios;Gualeguaychu;2016;entre rios sw;invernada;2171;495;5237;3066;1676;59;284;-99999;482;;;
Argentina;Entre Rios;Nogoya;2016;entre rios sw;invernada;2171;495;5237;3066;1676;59;284;-99999;482;;;
Argentina;Entre Rios;Parana;2016;entre rios sw;invernada;2171;495;5237;3066;1676;59;284;-99999;482;;;
Argentina;Entre Rios;San Salvador;2016;entre rios sw;invernada;2171;495;5237;3066;1676;59;284;-99999;482;;;
Argentina;Entre Rios;Tala;2016;entre rios sw;invernada;2171;495;5237;3066;1676;59;284;-99999;482;;;
Argentina;Entre Rios;Uruguay;2016;entre rios sw;invernada;2171;495;5237;3066;1676;59;284;-99999;482;;;
Argentina;Entre Rios;Victoria;2016;entre rios sw;invernada;2171;495;5237;3066;1676;59;284;-99999;482;;;
Argentina;Entre Rios;Villaguay;2016;entre rios sw;invernada;2171;495;5237;3066;1676;59;284;-99999;482;;;
Argentina;Entre Rios;Islas Del Ibicuy;2016;islas de entre rios 1;invernada;698;462;1067;369;236;39;51;-99999;132;;;
Argentina;La Pampa;Caleu Caleu;2016;la pampa-san luis arida;cria;357;237;419;63;120;29;17;65;59;;;
Argentina;La Pampa;Chalileo;2016;la pampa-san luis arida;cria;357;237;419;63;120;29;17;65;59;;;
Argentina;La Pampa;Curaco;2016;la pampa-san luis arida;cria;357;237;419;63;120;29;17;65;59;;;
Argentina;La Pampa;Hucal;2016;la pampa-san luis arida;cria;357;237;419;63;120;29;17;65;59;;;
Argentina;La Pampa;Lihuel Calel;2016;la pampa-san luis arida;cria;357;237;419;63;120;29;17;65;59;;;
Argentina;La Pampa;Limay Mahuida;2016;la pampa-san luis arida;cria;357;237;419;63;120;29;17;65;59;;;
Argentina;La Pampa;Utracan;2016;la pampa-san luis arida;cria;357;237;419;63;120;29;17;65;59;;;
Argentina;San Luis;Ayacucho;2016;la pampa-san luis arida;cria;357;237;419;63;120;29;17;65;59;;;
Argentina;San Luis;Belgrano;2016;la pampa-san luis arida;cria;357;237;419;63;120;29;17;65;59;;;
Argentina;San Luis;Junin;2016;la pampa-san luis arida;cria;357;237;419;63;120;29;17;65;59;;;
Argentina;San Luis;Libertador General San Martin;2016;la pampa-san luis arida;cria;357;237;419;63;120;29;17;65;59;;;
Argentina;La Pampa;Guatrache;2016;la pampa-san luis semiarida;cria;656;473;879;223;184;31;34;70;109;;;
Argentina;La Pampa;Loventue;2016;la pampa-san luis semiarida;cria;656;473;879;223;184;31;34;70;109;;;
Argentina;La Pampa;Toay;2016;la pampa-san luis semiarida;cria;656;473;879;223;184;31;34;70;109;;;
Argentina;San Luis;Chacabuco;2016;la pampa-san luis semiarida;cria;656;473;879;223;184;31;34;70;109;;;
Argentina;San Luis;Coronel Pringles;2016;la pampa-san luis semiarida;cria;656;473;879;223;184;31;34;70;109;;;
Argentina;San Luis;La Capital;2016;la pampa-san luis semiarida;cria;656;473;879;223;184;31;34;70;109;;;
Argentina;Buenos Aires;Adolfo Alsina;2016;pampeana subhumeda;ciclo completo;1178;895;1648;470;283;35;65;75;186;;;
Argentina;Buenos Aires;Carlos Tejedor;2016;pampeana subhumeda;ciclo completo;1178;895;1648;470;283;35;65;75;186;;;
Argentina;Buenos Aires;General Villegas;2016;pampeana subhumeda;ciclo completo;1178;895;1648;470;283;35;65;75;186;;;
Argentina;Buenos Aires;Guamini;2016;pampeana subhumeda;ciclo completo;1178;895;1648;470;283;35;65;75;186;;;
Argentina;Buenos Aires;Pellegrini;2016;pampeana subhumeda;invernada;2541;1114;4834;2293;1427;53;260;-99999;492;;;
Argentina;Buenos Aires;Rivadavia;2016;pampeana subhumeda;invernada;2541;1114;4834;2293;1427;53;260;-99999;492;;;
Argentina;Buenos Aires;Salliquelo;2016;pampeana subhumeda;invernada;2541;1114;4834;2293;1427;53;260;-99999;492;;;
Argentina;Buenos Aires;Trenque Lauquen;2016;pampeana subhumeda;ciclo completo;1178;895;1648;470;283;35;65;75;186;;;
Argentina;Buenos Aires;Tres Lomas;2016;pampeana subhumeda;invernada;2541;1114;4834;2293;1427;53;260;-99999;492;;;
Argentina;Cordoba;General Roca;2016;pampeana subhumeda;invernada;2541;1114;4834;2293;1427;53;260;-99999;492;;;
Argentina;Cordoba;Rio Cuarto;2016;pampeana subhumeda;ciclo completo;1178;895;1648;470;283;35;65;75;186;;;
Argentina;La Pampa;Atreuco;2016;pampeana subhumeda;ciclo completo;1178;895;1648;470;283;35;65;75;186;;;
Argentina;La Pampa;Capital;2016;pampeana subhumeda;ciclo completo;1178;895;1648;470;283;35;65;75;186;;;
Argentina;La Pampa;Catrilo;2016;pampeana subhumeda;invernada;2541;1114;4834;2293;1427;53;260;-99999;492;;;
Argentina;La Pampa;Chapaleufu;2016;pampeana subhumeda;invernada;2541;1114;4834;2293;1427;53;260;-99999;492;;;
Argentina;La Pampa;Conhelo;2016;pampeana subhumeda;invernada;2541;1114;4834;2293;1427;53;260;-99999;492;;;
Argentina;La Pampa;Maraco;2016;pampeana subhumeda;invernada;2541;1114;4834;2293;1427;53;260;-99999;492;;;
Argentina;La Pampa;Quemu Quemu;2016;pampeana subhumeda;invernada;2541;1114;4834;2293;1427;53;260;-99999;492;;;
Argentina;La Pampa;Rancul;2016;pampeana subhumeda;invernada;2541;1114;4834;2293;1427;53;260;-99999;492;;;
Argentina;La Pampa;Realico;2016;pampeana subhumeda;invernada;2541;1114;4834;2293;1427;53;260;-99999;492;;;
Argentina;La Pampa;Trenel;2016;pampeana subhumeda;invernada;2541;1114;4834;2293;1427;53;260;-99999;492;;;
Argentina;San Luis;General Pedernera;2016;pampeana subhumeda;ciclo completo;1178;895;1648;470;283;35;65;75;186;;;
Argentina;San Luis;Gobernador Dupuy;2016;pampeana subhumeda;ciclo completo;1178;895;1648;470;283;35;65;75;186;;;
Argentina;Salta;Cachi;2016;salta;cria;274;69;379;105;204;24;17;55;71;;;
Argentina;Salta;Cafayate;2016;salta;cria;274;69;379;105;204;24;17;55;71;;;
Argentina;Salta;Capital;2016;salta;cria;274;69;379;105;204;24;17;55;71;;;
Argentina;Salta;Cerrillos;2016;salta;cria;274;69;379;105;204;24;17;55;71;;;
Argentina;Salta;General Guemes;2016;salta;cria;274;69;379;105;204;24;17;55;71;;;
Argentina;Salta;General Jose De San Martin;2016;salta;cria;274;69;379;105;204;24;17;55;71;;;
Argentina;Salta;Guachipas;2016;salta;cria;274;69;379;105;204;24;17;55;71;;;
Argentina;Salta;La Caldera;2016;salta;cria;274;69;379;105;204;24;17;55;71;;;
Argentina;Salta;La Candelaria;2016;salta;cria;274;69;379;105;204;24;17;55;71;;;
Argentina;Salta;La Poma;2016;salta;cria;274;69;379;105;204;24;17;55;71;;;
Argentina;Salta;La Viña;2016;salta;cria;274;69;379;105;204;24;17;55;71;;;
Argentina;Salta;Rosario De La Frontera;2016;salta;cria;274;69;379;105;204;24;17;55;71;;;
Argentina;Santa Fe;Belgrano;2016;santa fe centro;invernada;1170;321;1592;423;849;40;75;-99999;189;;;
Argentina;Santa Fe;Castellanos;2016;santa fe centro;invernada;1170;321;1592;423;849;40;75;-99999;189;;;
Argentina;Santa Fe;Iriondo;2016;santa fe centro;invernada;1170;321;1592;423;849;40;75;-99999;189;;;
Argentina;Santa Fe;La Capital;2016;santa fe centro;invernada;1170;321;1592;423;849;40;75;-99999;189;;;
Argentina;Santa Fe;Las Colonias;2016;santa fe centro;invernada;1170;321;1592;423;849;40;75;-99999;189;;;
Argentina;Santa Fe;Rosario;2016;santa fe centro;invernada;1170;321;1592;423;849;40;75;-99999;189;;;
Argentina;Santa Fe;San Cristobal;2016;santa fe centro;invernada;1170;321;1592;423;849;40;75;-99999;189;;;
Argentina;Santa Fe;San Jeronimo;2016;santa fe centro;invernada;1170;321;1592;423;849;40;75;-99999;189;;;
Argentina;Santa Fe;San Lorenzo;2016;santa fe centro;invernada;1170;321;1592;423;849;40;75;-99999;189;;;
Argentina;Santa Fe;San Martin;2016;santa fe centro;invernada;1170;321;1592;423;849;40;75;-99999;189;;;
Argentina;Santiago Del Estero;Rivadavia;2016;santa fe centro;invernada;1170;321;1592;423;849;40;75;-99999;189;;;
Argentina;Santiago Del Estero;Aguirre;2016;santiago del estero;cria;469;102;615;146;367;27;27;60;101;;;
Argentina;Santiago Del Estero;Atamisqui;2016;santiago del estero;cria;469;102;615;146;367;27;27;60;101;;;
Argentina;Santiago Del Estero;Avellaneda;2016;santiago del estero;cria;469;102;615;146;367;27;27;60;101;;;
Argentina;Santiago Del Estero;Belgrano;2016;santiago del estero;cria;469;102;615;146;367;27;27;60;101;;;
Argentina;Santiago Del Estero;Capital;2016;santiago del estero;cria;469;102;615;146;367;27;27;60;101;;;
Argentina;Santiago Del Estero;Choya;2016;santiago del estero;cria;469;102;615;146;367;27;27;60;101;;;
Argentina;Santiago Del Estero;Figueroa;2016;santiago del estero;cria;469;102;615;146;367;27;27;60;101;;;
Argentina;Santiago Del Estero;Guayasan;2016;santiago del estero;cria;469;102;615;146;367;27;27;60;101;;;
Argentina;Santiago Del Estero;Jimenez;2016;santiago del estero;cria;469;102;615;146;367;27;27;60;101;;;
Argentina;Santiago Del Estero;Juan F. Ibarra;2016;santiago del estero;cria;469;102;615;146;367;27;27;60;101;;;
Argentina;Santiago Del Estero;La Banda;2016;santiago del estero;cria;469;102;615;146;367;27;27;60;101;;;
Argentina;Santiago Del Estero;Loreto;2016;santiago del estero;cria;469;102;615;146;367;27;27;60;101;;;
Argentina;Santiago Del Estero;Mitre;2016;santiago del estero;cria;469;102;615;146;367;27;27;60;101;;;
Argentina;Santiago Del Estero;Ojo De Agua;2016;santiago del estero;cria;469;102;615;146;367;27;27;60;101;;;
Argentina;Santiago Del Estero;Pellegrini;2016;santiago del estero;cria;469;102;615;146;367;27;27;60;101;;;
Argentina;Santiago Del Estero;Quebrachos;2016;santiago del estero;cria;469;102;615;146;367;27;27;60;101;;;
Argentina;Santiago Del Estero;Robles;2016;santiago del estero;cria;469;102;615;146;367;27;27;60;101;;;
Argentina;Santiago Del Estero;Salavina;2016;santiago del estero;cria;469;102;615;146;367;27;27;60;101;;;
Argentina;Santiago Del Estero;San Martin;2016;santiago del estero;cria;469;102;615;146;367;27;27;60;101;;;
Argentina;Santiago Del Estero;Sarmiento;2016;santiago del estero;cria;469;102;615;146;367;27;27;60;101;;;
Argentina;Santiago Del Estero;Silipica;2016;santiago del estero;cria;469;102;615;146;367;27;27;60;101;;;
Argentina;Corrientes;San Martin;2016;corrientes nor-este;ciclo completo;502;336;693;191;166;20;29;50;144;;;
Argentina;Corrientes;General Alvear;2016;corrientes nor-este;ciclo completo;502;336;693;191;166;20;29;50;144;;;
Argentina;Corrientes;Curuzu Cuatia;2016;corrientes centro sur;cria;1328;1119;1577;249;209;29;63;67;215;;;
Argentina;Corrientes;Mercedes;2016;corrientes centro sur;cria;1328;1119;1577;249;209;29;63;67;215;;;
Argentina;Corrientes;Sauce;2016;corrientes centro sur;cria;1328;1119;1577;249;209;29;63;67;215;;;
Argentina;Buenos Aires;Lezama;2016;cuenca del salado;cria;2203;1427;2466;262;777;31;92;72;293;;;
Argentina;Buenos Aires;Bolivar;2016;buenos aires centro-sudoeste;ciclo completo;1811;678;2900;1089;1133;36;117;69;323;;;
Argentina;Buenos Aires;Daireaux;2016;buenos aires centro-sudoeste;ciclo completo;1811;678;2900;1089;1133;36;117;69;323;;;
Argentina;Buenos Aires;Coronel Suarez;2016;buenos aires centro-sudoeste;ciclo completo;1811;678;2900;1089;1133;36;117;69;323;;;
Argentina;Cordoba;General San Martin;2016;centro cordoba sur;ciclo completo;2229;1059;3757;1528;1170;40;157;65;397;;;
Argentina;Cordoba;Juarez Celman;2016;centro cordoba sur;ciclo completo;2229;1059;3757;1528;1170;40;157;65;397;;;
Argentina;Cordoba;Marcos Juarez;2016;centro cordoba sur;ciclo completo;2229;1059;3757;1528;1170;40;157;65;397;;;
Argentina;Cordoba;Presidente Roque Saenz Peña;2016;centro cordoba sur;ciclo completo;2229;1059;3757;1528;1170;40;157;65;397;;;
Argentina;Cordoba;Rio Primero;2016;centro cordoba sur;ciclo completo;2229;1059;3757;1528;1170;40;157;65;397;;;
Argentina;Cordoba;Rio Segundo;2016;centro cordoba sur;ciclo completo;2229;1059;3757;1528;1170;40;157;65;397;;;
Argentina;Cordoba;San Justo;2016;centro cordoba sur;ciclo completo;2229;1059;3757;1528;1170;40;157;65;397;;;
Argentina;Cordoba;Tercero Arriba;2016;centro cordoba sur;ciclo completo;2229;1059;3757;1528;1170;40;157;65;397;;;
Argentina;Cordoba;Union;2016;centro cordoba sur;ciclo completo;2229;1059;3757;1528;1170;40;157;65;397;;;
Argentina;Chaco;9 De Julio;2016;chaco humedo;ciclo completo;811;441;1111;299;370;25;46;60;182;;;
Argentina;Chaco;Chacabuco;2016;chaco humedo;ciclo completo;811;441;1111;299;370;25;46;60;182;;;
Argentina;Chaco;General Belgrano;2016;chaco humedo;ciclo completo;811;441;1111;299;370;25;46;60;182;;;
Argentina;Chaco;Presidencia De La Plaza;2016;chaco humedo;ciclo completo;811;441;1111;299;370;25;46;60;182;;;
Argentina;Chaco;San Fernando;2016;chaco humedo;ciclo completo;811;441;1111;299;370;25;46;60;182;;;
Argentina;Chaco;Sargento Cabral;2016;chaco humedo;ciclo completo;811;441;1111;299;370;25;46;60;182;;;
Argentina;Chaco;Tapenaga;2016;chaco humedo;ciclo completo;811;441;1111;299;370;25;46;60;182;;;
Argentina;Chaco;1 De Mayo;2016;chaco-formosa este;cria;551;214;678;127;337;26;28;60;108;;;
Argentina;Chaco;12 De Octubre;2016;chaco-formosa este;cria;551;214;678;127;337;26;28;60;108;;;
Argentina;Chaco;2 De Abril;2016;chaco-formosa este;cria;551;214;678;127;337;26;28;60;108;;;
Argentina;Chaco;25 De Mayo;2016;chaco-formosa este;cria;551;214;678;127;337;26;28;60;108;;;
Argentina;Chaco;Bermejo;2016;chaco-formosa este;cria;551;214;678;127;337;26;28;60;108;;;
Argentina;Chaco;Comandante Fernandez;2016;chaco-formosa este;cria;551;214;678;127;337;26;28;60;108;;;
Argentina;Chaco;Fray Justo Santa Maria De Oro;2016;chaco-formosa este;cria;551;214;678;127;337;26;28;60;108;;;
Argentina;Chaco;General Donovan;2016;chaco-formosa este;cria;551;214;678;127;337;26;28;60;108;;;
Argentina;Chaco;Independencia;2016;chaco-formosa este;cria;551;214;678;127;337;26;28;60;108;;;
Argentina;Chaco;Libertad;2016;chaco-formosa este;cria;551;214;678;127;337;26;28;60;108;;;
Argentina;Chaco;Libertador General San Martin;2016;chaco-formosa este;cria;551;214;678;127;337;26;28;60;108;;;
Argentina;Chaco;Maipu;2016;chaco-formosa este;cria;551;214;678;127;337;26;28;60;108;;;
Argentina;Chaco;Mayor Luis J Fontana;2016;chaco-formosa este;cria;551;214;678;127;337;26;28;60;108;;;
Argentina;Chaco;O'Higgins;2016;chaco-formosa este;cria;551;214;678;127;337;26;28;60;108;;;
Argentina;Chaco;Quitilipi;2016;chaco-formosa este;cria;551;214;678;127;337;26;28;60;108;;;
Argentina;Chaco;San Lorenzo;2016;chaco-formosa este;cria;551;214;678;127;337;26;28;60;108;;;
Argentina;Formosa;Formosa;2016;chaco-formosa este;cria;551;214;678;127;337;26;28;60;108;;;
Argentina;Formosa;Laishi;2016;chaco-formosa este;cria;551;214;678;127;337;26;28;60;108;;;
Argentina;Formosa;Pilagas;2016;chaco-formosa este;cria;551;214;678;127;337;26;28;60;108;;;
Argentina;Formosa;Pilcomayo;2016;chaco-formosa este;cria;551;214;678;127;337;26;28;60;108;;;
Argentina;Formosa;Pirane;2016;chaco-formosa este;cria;551;214;678;127;337;26;28;60;108;;;
Argentina;Chaco;Almirante Brown;2016;chaco-formosa oeste;cria;362;112;462;100;250;25;19;60;75;;;
Argentina;Chaco;General Guemes;2016;chaco-formosa oeste;cria;362;112;462;100;250;25;19;60;75;;;
Argentina;Formosa;Bermejo;2016;chaco-formosa oeste;cria;362;112;462;100;250;25;19;60;75;;;
Argentina;Formosa;Patiño;2016;chaco-formosa oeste;cria;362;112;462;100;250;25;19;60;75;;;
Argentina;Formosa;Ramon Lista;2016;chaco-formosa oeste;cria;362;112;462;100;250;25;19;60;75;;;
Argentina;Cordoba;Calamuchita;2016;cordoba norte;cria;596;249;708;112;346;31;30;65;95;;;
Argentina;Cordoba;Capital;2016;cordoba norte;cria;596;249;708;112;346;31;30;65;95;;;
Argentina;Cordoba;Colon;2016;cordoba norte;cria;596;249;708;112;346;31;30;65;95;;;
Argentina;Cordoba;Cruz Del Eje;2016;cordoba norte;cria;596;249;708;112;346;31;30;65;95;;;
Argentina;Cordoba;Ischilin;2016;cordoba norte;cria;596;249;708;112;346;31;30;65;95;;;
Argentina;Cordoba;Minas;2016;cordoba norte;cria;596;249;708;112;346;31;30;65;95;;;
Argentina;Cordoba;Pocho;2016;cordoba norte;cria;596;249;708;112;346;31;30;65;95;;;
Argentina;Cordoba;Punilla;2016;cordoba norte;cria;596;249;708;112;346;31;30;65;95;;;
Argentina;Cordoba;Rio Seco;2016;cordoba norte;cria;596;249;708;112;346;31;30;65;95;;;
Argentina;Cordoba;San Alberto;2016;cordoba norte;cria;596;249;708;112;346;31;30;65;95;;;
Argentina;Cordoba;San Javier;2016;cordoba norte;cria;596;249;708;112;346;31;30;65;95;;;
Argentina;Cordoba;Santa Maria;2016;cordoba norte;cria;596;249;708;112;346;31;30;65;95;;;
Argentina;Cordoba;Sobremonte;2016;cordoba norte;cria;596;249;708;112;346;31;30;65;95;;;
Argentina;Cordoba;Totoral;2016;cordoba norte;cria;596;249;708;112;346;31;30;65;95;;;
Argentina;Cordoba;Tulumba;2016;cordoba norte;cria;596;249;708;112;346;31;30;65;95;;;
Argentina;Corrientes;Bella Vista;2016;corrientes noroeste;cria;856;524;1020;164;332;24;43;60;181;;;
Argentina;Corrientes;Capital;2016;corrientes noroeste;cria;856;524;1020;164;332;24;43;60;181;;;
Argentina;Corrientes;Concepcion;2016;corrientes noroeste;cria;856;524;1020;164;332;24;43;60;181;;;
Argentina;Corrientes;Empedrado;2016;corrientes noroeste;cria;856;524;1020;164;332;24;43;60;181;;;
Argentina;Corrientes;General Paz;2016;corrientes noroeste;cria;856;524;1020;164;332;24;43;60;181;;;
Argentina;Corrientes;Goya;2016;corrientes noroeste;cria;856;524;1020;164;332;24;43;60;181;;;
Argentina;Corrientes;Ituzaingo;2016;corrientes noroeste;cria;856;524;1020;164;332;24;43;60;181;;;
Argentina;Corrientes;Monte Caseros;2016;corrientes centro sur;cria;1281;1079;1527;246;202;31;63;67;201;;;
Argentina;Corrientes;Saladas;2016;corrientes noroeste;cria;856;524;1020;164;332;24;43;60;181;;;
Argentina;Corrientes;San Luis Del Palmar;2016;corrientes noroeste;cria;856;524;1020;164;332;24;43;60;181;;;
Argentina;Corrientes;San Miguel;2016;corrientes noroeste;cria;856;524;1020;164;332;24;43;60;181;;;
Argentina;Corrientes;San Roque;2016;corrientes noroeste;cria;856;524;1020;164;332;24;43;60;181;;;
Argentina;Santa Fe;General Obligado;2016;corrientes noroeste;cria;856;524;1020;164;332;24;43;60;181;;;
Argentina;Buenos Aires;25 De Mayo;2016;cuenca del salado;cria;2024;1270;2280;256;754;33;92;72;276;;;
Argentina;Buenos Aires;Adolfo Gonzales Chaves;2016;cuenca del salado;cria;2024;1270;2280;256;754;33;92;72;276;;;
Argentina;Buenos Aires;Ayacucho;2016;cuenca del salado;cria;2024;1270;2280;256;754;33;92;72;276;;;
Argentina;Buenos Aires;Azul;2016;cuenca del salado;cria;2024;1270;2280;256;754;33;92;72;276;;;
Argentina;Buenos Aires;Brandsen;2016;cuenca del salado;cria;2024;1270;2280;256;754;33;92;72;276;;;
Argentina;Buenos Aires;Cañuelas;2016;cuenca del salado;cria;2024;1270;2280;256;754;33;92;72;276;;;
Argentina;Buenos Aires;Castelli;2016;cuenca del salado;cria;2024;1270;2280;256;754;33;92;72;276;;;
Argentina;Buenos Aires;Chascomus;2016;cuenca del salado;cria;2024;1270;2280;256;754;33;92;72;276;;;
Argentina;Buenos Aires;Dolores;2016;cuenca del salado;cria;2024;1270;2280;256;754;33;92;72;276;;;
Argentina;Buenos Aires;General Alvear;2016;cuenca del salado;cria;2024;1270;2280;256;754;33;92;72;276;;;
Argentina;Buenos Aires;General Belgrano;2016;cuenca del salado;cria;2024;1270;2280;256;754;33;92;72;276;;;
Argentina;Buenos Aires;General Guido;2016;cuenca del salado;cria;2024;1270;2280;256;754;33;92;72;276;;;
Argentina;Buenos Aires;General Lamadrid;2016;cuenca del salado;cria;2024;1270;2280;256;754;33;92;72;276;;;
